2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:19:02.122119256Z [err]               '$phi232.0': {('$228get_iter.39',
2026-02-24T11:19:02.122126029Z [err]                              State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.122127557Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - phismap: defaultdict(<class 'set'>,
2026-02-24T11:19:02.122134776Z [err]               '$phi232.1': {('$230for_iter.2',
2026-02-24T11:19:02.122136631Z [err]              {'$phi230.0': {('$228get_iter.39',
2026-02-24T11:19:02.122141532Z [err]                              State(pc_initial=230 nstack_initial=1))}})
2026-02-24T11:19:02.122144576Z [err]                              State(pc_initial=0 nstack_initial=0)),
2026-02-24T11:19:02.122150853Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - changing phismap: defaultdict(<class 'set'>,
2026-02-24T11:19:02.122152491Z [err]                             ('$phi232.0',
2026-02-24T11:19:02.122160889Z [err]                              State(pc_initial=232 nstack_initial=2))},
2026-02-24T11:19:02.122167280Z [err]               '$phi232.0': {('$phi230.0',
2026-02-24T11:19:02.122173784Z [err]                              State(pc_initial=230 nstack_initial=1))},
2026-02-24T11:19:02.122179779Z [err]               '$phi232.1': {('$230for_iter.2',
2026-02-24T11:19:02.122185824Z [err]                              State(pc_initial=230 nstack_initial=1))}})
2026-02-24T11:19:02.122192299Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - changing phismap: defaultdict(<class 'set'>,
2026-02-24T11:19:02.122199134Z [err]              {'$phi230.0': {('$228get_iter.39',
2026-02-24T11:19:02.122205075Z [err]                              State(pc_initial=0 nstack_initial=0)),
2026-02-24T11:19:02.125867835Z [err]               '$phi232.1': {('$230for_iter.2',
2026-02-24T11:19:02.125879337Z [err]                              State(pc_initial=230 nstack_initial=1))}})
2026-02-24T11:19:02.125887806Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - keep phismap: {'$phi230.0': {('$228get_iter.39', State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.125894909Z [err]   '$phi232.1': {('$230for_iter.2', State(pc_initial=230 nstack_initial=1))}}
2026-02-24T11:19:02.125901402Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - new_out: defaultdict(<class 'dict'>,
2026-02-24T11:19:02.125904770Z [err]              {'$phi230.0': {('$228get_iter.39',
2026-02-24T11:19:02.125910161Z [err]              {State(pc_initial=0 nstack_initial=0): {'$phi230.0': '$228get_iter.39'},
2026-02-24T11:19:02.125916688Z [err]                              State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.125918413Z [err]               State(pc_initial=230 nstack_initial=1): {'$phi232.1': '$230for_iter.2'}})
2026-02-24T11:19:02.125926596Z [err]               '$phi232.0': {('$228get_iter.39',
2026-02-24T11:19:02.125933029Z [err]                              State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.125939867Z [err]               '$phi232.1': {('$230for_iter.2',
2026-02-24T11:19:02.125946278Z [err]                              State(pc_initial=230 nstack_initial=1))}})
2026-02-24T11:19:02.125952612Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - changing phismap: defaultdict(<class 'set'>,
2026-02-24T11:19:02.125959006Z [err]              {'$phi230.0': {('$228get_iter.39',
2026-02-24T11:19:02.125965402Z [err]                              State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.125984895Z [err]               '$phi232.0': {('$228get_iter.39',
2026-02-24T11:19:02.125991559Z [err]                              State(pc_initial=0 nstack_initial=0))},
2026-02-24T11:19:02.128530625Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - ----------------------DONE Prune PHIs-----------------------
2026-02-24T11:19:02.128537412Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=0 nstack_initial=0):
2026-02-24T11:19:02.128544117Z [err]  AdaptBlockInfo(insts=((0, {}), (2, {}), (4, {'res': '$x4.0'}), (6, {'item': '$x4.0', 'res': '$6load_attr.1'}), (8, {}), (10, {}), (12, {}), (14, {}), (16, {'value': '$6load_attr.1'}), (18, {'idx': 1, 'res': '$18load_global.2'}), (20, {}), (22, {}), (24, {}), (26, {}), (28, {}), (30, {'item': '$18load_global.2', 'res': '$30load_method.4'}), (32, {}), (34, {}), (36, {}), (38, {}), (40, {}), (42, {}), (44, {}), (46, {}), (48, {}), (50, {}), (52, {'res': '$full_shape052.5'}), (54, {'idx': 1, 'res': '$54load_global.6'}), (56, {}), (58, {}), (60, {}), (62, {}), (64, {}), (66, {'item': '$54load_global.6', 'res': '$66load_attr.7'}), (68, {}), (70, {}), (72, {}), (74, {}), (78, {}), (80, {}), (82, {'func': '$30load_method.4', 'args': ['$full_shape052.5', '$66load_attr.7'], 'kw_names': 1, 'res': '$82call.8'}), (84, {}), (86, {}), (88, {}), (90, {}), (92, {'value': '$82call.8'}), (94, {'res': '$const94.9.2'}), (96, {'res': '$out096.10'}), (98, {'res': '$const98.11.0'}), (100, {'res': '$const100.12.3'}), (102, {'start': '$const98.11.0', 'stop': '$const100.12.3', 'step': None, 'res': '$102build_slice.14', 'slicevar': '$102build_slice.13'}), (104, {'target': '$out096.10', 'index': '$102build_slice.14', 'value': '$const94.9.2'}), (106, {}), (108, {'res': '$const108.15.2'}), (110, {'res': '$out0110.16'}), (112, {'res': '$const112.17.4'}), (114, {'res': '$const114.18.0'}), (116, {'start': '$const112.17.4', 'stop': '$const114.18.0', 'step': None, 'res': '$116build_slice.20', 'slicevar': '$116build_slice.19'}), (118, {'target': '$out0110.16', 'index': '$116build_slice.20', 'value': '$const108.15.2'}), (120, {}), (122, {'idx': 4, 'res': '$122load_global.21'}), (124, {}), (126, {}), (128, {}), (130, {}), (132, {}), (134, {'idx': 5, 'res': '$134load_global.23'}), (136, {}), (138, {}), (140, {}), (142, {}), (144, {}), (146, {'res': '$const146.25.2'}), (148, {'res': '$const148.26.4'}), (150, {}), (152, {}), (154, {'func': '$134load_global.23', 'args': ['$const146.25.2', '$const148.26.4'], 'kw_names': None, 'res': '$154call.27'}), (156, {}), (158, {}), (160, {}), (162, {}), (164, {'value': '$154call.27', 'res': '$164unary_negative.28'}), (166, {'res': '$full_shape0166.29'}), (168, {'res': '$const168.30.2'}), (170, {'index': '$const168.30.2', 'target': '$full_shape0166.29', 'res': '$170binary_subscr.31'}), (172, {}), (174, {}), (176, {}), (178, {}), (180, {'idx': 6, 'res': '$180load_global.32'}), (182, {}), (184, {}), (186, {}), (188, {}), (190, {}), (192, {'res': '$const192.34.2'}), (194, {'res': '$const194.35.3'}), (196, {}), (198, {}), (200, {'func': '$180load_global.32', 'args': ['$const192.34.2', '$const194.35.3'], 'kw_names': None, 'res': '$200call.36'}), (202, {}), (204, {}), (206, {}), (208, {}), (210, {'op': '-', 'lhs': '$170binary_subscr.31', 'rhs': '$200call.36', 'res': '$binop_sub210.37'}), (212, {}), (214, {}), (216, {}), (218, {'func': '$122load_global.21', 'args': ['$164unary_negative.28', '$binop_sub210.37'], 'kw_names': None, 'res': '$218call.38'}), (220, {}), (222, {}), (224, {}), (226, {}), (228, {'value': '$218call.38', 'res': '$228get_iter.39'})), outgoing_phis={'$phi230.0': '$228get_iter.39'}, blockstack=(), active_try_block=None, outgoing_edgepushed={230: ('$228get_iter.39',)})
2026-02-24T11:19:02.133011884Z [err]      $18load_global.2 = global(np: <module 'numpy' from '/opt/venv/lib/python3.11/site-packages/numpy/__init__.py'>) ['$18load_global.2']
2026-02-24T11:19:02.133012687Z [err]  2026-02-24 11:19:01,560 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=230 nstack_initial=1):
2026-02-24T11:19:02.133020563Z [err]  AdaptBlockInfo(insts=((230, {'iterator': '$phi230.0', 'pair': '$230for_iter.1', 'indval': '$230for_iter.2', 'pred': '$230for_iter.3'}),), outgoing_phis={'$phi232.1': '$230for_iter.2'}, blockstack=(), active_try_block=None, outgoing_edgepushed={240: (), 232: ('$phi230.0', '$230for_iter.2')})
2026-02-24T11:19:02.133026338Z [err]      $30load_method.4 = getattr(value=$18load_global.2, attr=empty) ['$18load_global.2', '$30load_method.4']
2026-02-24T11:19:02.133029986Z [err]  2026-02-24 11:19:01,561 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=232 nstack_initial=2):
2026-02-24T11:19:02.133036583Z [err]      $54load_global.6 = global(np: <module 'numpy' from '/opt/venv/lib/python3.11/site-packages/numpy/__init__.py'>) ['$54load_global.6']
2026-02-24T11:19:02.133039017Z [err]  AdaptBlockInfo(insts=((232, {'value': '$phi232.1'}), (234, {'res': '$const234.2.2'}), (236, {'value': '$const234.2.2'}), (238, {})), outgoing_phis={}, blockstack=(), active_try_block=None, outgoing_edgepushed={230: ('$phi232.0',)})
2026-02-24T11:19:02.133045679Z [err]  2026-02-24 11:19:01,561 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=240 nstack_initial=0):
2026-02-24T11:19:02.133052211Z [err]  AdaptBlockInfo(insts=((240, {'res': '$out0240.0'}), (242, {'retval': '$out0240.0', 'castval': '$242return_value.1'})), outgoing_phis={}, blockstack=(), active_try_block=None, outgoing_edgepushed={})
2026-02-24T11:19:02.133085063Z [err]  2026-02-24 11:19:01,561 - numba.core.interpreter - DEBUG - label 0:
2026-02-24T11:19:02.133091290Z [err]      x = arg(0, name=x)                       ['x']
2026-02-24T11:19:02.133096582Z [err]      full_shape0 = getattr(value=x, attr=shape) ['full_shape0', 'x']
2026-02-24T11:19:02.136256483Z [err]      $116build_slice.20 = call $116build_slice.19($const112.17.4, $const114.18.0, func=$116build_slice.19, args=(Var($const112.17.4, <string>:5), Var($const114.18.0, <string>:5)), kws=(), vararg=None, varkwarg=None, target=None) ['$116build_slice.19', '$116build_slice.20', '$const112.17.4', '$const114.18.0']
2026-02-24T11:19:02.136275827Z [err]      $66load_attr.7 = getattr(value=$54load_global.6, attr=bool) ['$54load_global.6', '$66load_attr.7']
2026-02-24T11:19:02.136282917Z [err]      out0 = call $30load_method.4(full_shape0, func=$30load_method.4, args=[Var(full_shape0, <string>:2)], kws=[('dtype', Var($66load_attr.7, <string>:3))], vararg=None, varkwarg=None, target=None) ['$30load_method.4', '$66load_attr.7', 'full_shape0', 'out0']
2026-02-24T11:19:02.136287831Z [err]      $const94.9.2 = const(int, 0)             ['$const94.9.2']
2026-02-24T11:19:02.136292509Z [err]      $const98.11.0 = const(NoneType, None)    ['$const98.11.0']
2026-02-24T11:19:02.136297227Z [err]      $const100.12.3 = const(int, 1)           ['$const100.12.3']
2026-02-24T11:19:02.136303131Z [err]      $102build_slice.13 = global(slice: <class 'slice'>) ['$102build_slice.13']
2026-02-24T11:19:02.136307920Z [err]      $102build_slice.14 = call $102build_slice.13($const98.11.0, $const100.12.3, func=$102build_slice.13, args=(Var($const98.11.0, <string>:4), Var($const100.12.3, <string>:4)), kws=(), vararg=None, varkwarg=None, target=None) ['$102build_slice.13', '$102build_slice.14', '$const100.12.3', '$const98.11.0']
2026-02-24T11:19:02.136314359Z [err]      out0[$102build_slice.14] = $const94.9.2  ['$102build_slice.14', '$const94.9.2', 'out0']
2026-02-24T11:19:02.136318590Z [err]      $const108.15.2 = const(int, 0)           ['$const108.15.2']
2026-02-24T11:19:02.136324192Z [err]      $const112.17.4 = const(int, -1)          ['$const112.17.4']
2026-02-24T11:19:02.136332452Z [err]      $const114.18.0 = const(NoneType, None)   ['$const114.18.0']
2026-02-24T11:19:02.136337050Z [err]      $116build_slice.19 = global(slice: <class 'slice'>) ['$116build_slice.19']
2026-02-24T11:19:02.139198388Z [err]      out0[$116build_slice.20] = $const108.15.2 ['$116build_slice.20', '$const108.15.2', 'out0']
2026-02-24T11:19:02.139204516Z [err]      $122load_global.21 = global(range: <class 'range'>) ['$122load_global.21']
2026-02-24T11:19:02.139209592Z [err]      $134load_global.23 = global(min: <built-in function min>) ['$134load_global.23']
2026-02-24T11:19:02.139223290Z [err]      $const146.25.2 = const(int, 0)           ['$const146.25.2']
2026-02-24T11:19:02.139229350Z [err]      $const148.26.4 = const(int, -1)          ['$const148.26.4']
2026-02-24T11:19:02.139235879Z [err]      $154call.27 = call $134load_global.23($const146.25.2, $const148.26.4, func=$134load_global.23, args=[Var($const146.25.2, <string>:6), Var($const148.26.4, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None) ['$134load_global.23', '$154call.27', '$const146.25.2', '$const148.26.4']
2026-02-24T11:19:02.139241686Z [err]      $164unary_negative.28 = unary(fn=<built-in function neg>, value=$154call.27) ['$154call.27', '$164unary_negative.28']
2026-02-24T11:19:02.139247946Z [err]      $const168.30.2 = const(int, 0)           ['$const168.30.2']
2026-02-24T11:19:02.139253657Z [err]      $170binary_subscr.31 = getitem(value=full_shape0, index=$const168.30.2, fn=<built-in function getitem>) ['$170binary_subscr.31', '$const168.30.2', 'full_shape0']
2026-02-24T11:19:02.139258830Z [err]      $180load_global.32 = global(max: <built-in function max>) ['$180load_global.32']
2026-02-24T11:19:02.139265856Z [err]      $const192.34.2 = const(int, 0)           ['$const192.34.2']
2026-02-24T11:19:02.139271453Z [err]      $const194.35.3 = const(int, 1)           ['$const194.35.3']
2026-02-24T11:19:02.139278107Z [err]      $200call.36 = call $180load_global.32($const192.34.2, $const194.35.3, func=$180load_global.32, args=[Var($const192.34.2, <string>:6), Var($const194.35.3, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None) ['$180load_global.32', '$200call.36', '$const192.34.2', '$const194.35.3']
2026-02-24T11:19:02.145330423Z [err]      $binop_sub210.37 = $170binary_subscr.31 - $200call.36 ['$170binary_subscr.31', '$200call.36', '$binop_sub210.37']
2026-02-24T11:19:02.145336806Z [err]      $218call.38 = call $122load_global.21($164unary_negative.28, $binop_sub210.37, func=$122load_global.21, args=[Var($164unary_negative.28, <string>:6), Var($binop_sub210.37, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None) ['$122load_global.21', '$164unary_negative.28', '$218call.38', '$binop_sub210.37']
2026-02-24T11:19:02.145343363Z [err]      $228get_iter.39 = getiter(value=$218call.38) ['$218call.38', '$228get_iter.39']
2026-02-24T11:19:02.145349139Z [err]      $phi230.0 = $228get_iter.39              ['$228get_iter.39', '$phi230.0']
2026-02-24T11:19:02.145356560Z [err]      jump 230                                 []
2026-02-24T11:19:02.145364603Z [err]  label 230:
2026-02-24T11:19:02.145373076Z [err]      $230for_iter.1 = iternext(value=$phi230.0) ['$230for_iter.1', '$phi230.0']
2026-02-24T11:19:02.145380168Z [err]      $230for_iter.2 = pair_first(value=$230for_iter.1) ['$230for_iter.1', '$230for_iter.2']
2026-02-24T11:19:02.145386187Z [err]      $230for_iter.3 = pair_second(value=$230for_iter.1) ['$230for_iter.1', '$230for_iter.3']
2026-02-24T11:19:02.145391551Z [err]      $phi232.1 = $230for_iter.2               ['$230for_iter.2', '$phi232.1']
2026-02-24T11:19:02.145397685Z [err]      branch $230for_iter.3, 232, 240          ['$230for_iter.3']
2026-02-24T11:19:02.145403250Z [err]  label 232:
2026-02-24T11:19:02.145412165Z [err]      index00 = $phi232.1                      ['$phi232.1', 'index00']
2026-02-24T11:19:02.145420134Z [err]      __sentinel__0 = const(int, 0)            ['__sentinel__0']
2026-02-24T11:19:02.145456401Z [err]      jump 230                                 []
2026-02-24T11:19:02.145463602Z [err]  label 240:
2026-02-24T11:19:02.145470930Z [err]      $242return_value.1 = cast(value=out0)    ['$242return_value.1', 'out0']
2026-02-24T11:19:02.147685581Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $30load_method.4.1 = getattr(value=$18load_global.2.1, attr=empty)
2026-02-24T11:19:02.147694556Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $54load_global.6.1 = global(np: <module 'numpy' from '/opt/venv/lib/python3.11/site-packages/numpy/__init__.py'>)
2026-02-24T11:19:02.147700573Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $66load_attr.7.1 = getattr(value=$54load_global.6.1, attr=bool)
2026-02-24T11:19:02.147704800Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: out0 = call $30load_method.4.1(full_shape0, func=$30load_method.4.1, args=[Var(full_shape0, <string>:2)], kws=[('dtype', Var($66load_attr.7.1, <string>:3))], vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.147709251Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const94.9.2.1 = const(int, 0)
2026-02-24T11:19:02.147715956Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const98.11.0.1 = const(NoneType, None)
2026-02-24T11:19:02.147728368Z [err]      return $242return_value.1                ['$242return_value.1']
2026-02-24T11:19:02.147733964Z [err]  
2026-02-24T11:19:02.147739057Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 0
2026-02-24T11:19:02.147743489Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.147748181Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: x = arg(0, name=x)
2026-02-24T11:19:02.147755178Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: full_shape0 = getattr(value=x, attr=shape)
2026-02-24T11:19:02.147764439Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $18load_global.2.1 = global(np: <module 'numpy' from '/opt/venv/lib/python3.11/site-packages/numpy/__init__.py'>)
2026-02-24T11:19:02.150339778Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $134load_global.23.1 = global(min: <built-in function min>)
2026-02-24T11:19:02.150353060Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const100.12.3.1 = const(int, 1)
2026-02-24T11:19:02.150362801Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $102build_slice.13.1 = global(slice: <class 'slice'>)
2026-02-24T11:19:02.150368991Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $102build_slice.14.1 = call $102build_slice.13.1($const98.11.0.1, $const100.12.3.1, func=$102build_slice.13.1, args=(Var($const98.11.0.1, <string>:4), Var($const100.12.3.1, <string>:4)), kws=(), vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.150374885Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: out0[$102build_slice.14.1] = $const94.9.2.1
2026-02-24T11:19:02.150379536Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const108.15.2.1 = const(int, 0)
2026-02-24T11:19:02.150384178Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const112.17.4.1 = const(int, -1)
2026-02-24T11:19:02.150389074Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const114.18.0.1 = const(NoneType, None)
2026-02-24T11:19:02.150394489Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $116build_slice.19.1 = global(slice: <class 'slice'>)
2026-02-24T11:19:02.150399502Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $116build_slice.20.1 = call $116build_slice.19.1($const112.17.4.1, $const114.18.0.1, func=$116build_slice.19.1, args=(Var($const112.17.4.1, <string>:5), Var($const114.18.0.1, <string>:5)), kws=(), vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.150403895Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: out0[$116build_slice.20.1] = $const108.15.2.1
2026-02-24T11:19:02.150408112Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $122load_global.21.1 = global(range: <class 'range'>)
2026-02-24T11:19:02.152331244Z [err]  2026-02-24 11:19:01,574 - numba.core.ssa - DEBUG - on stmt: $const146.25.2.1 = const(int, 0)
2026-02-24T11:19:02.152341474Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $const148.26.4.1 = const(int, -1)
2026-02-24T11:19:02.152346855Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $154call.27.1 = call $134load_global.23.1($const146.25.2.1, $const148.26.4.1, func=$134load_global.23.1, args=[Var($const146.25.2.1, <string>:6), Var($const148.26.4.1, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.152356625Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $164unary_negative.28.1 = unary(fn=<built-in function neg>, value=$154call.27.1)
2026-02-24T11:19:02.152363186Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $const168.30.2.1 = const(int, 0)
2026-02-24T11:19:02.152368880Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $170binary_subscr.31.1 = getitem(value=full_shape0, index=$const168.30.2.1, fn=<built-in function getitem>)
2026-02-24T11:19:02.152374158Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $180load_global.32.1 = global(max: <built-in function max>)
2026-02-24T11:19:02.152379722Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $const192.34.2.1 = const(int, 0)
2026-02-24T11:19:02.152384434Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $const194.35.3.1 = const(int, 1)
2026-02-24T11:19:02.152389226Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $200call.36.1 = call $180load_global.32.1($const192.34.2.1, $const194.35.3.1, func=$180load_global.32.1, args=[Var($const192.34.2.1, <string>:6), Var($const194.35.3.1, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.152393723Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $binop_sub210.37.1 = $170binary_subscr.31.1 - $200call.36.1
2026-02-24T11:19:02.154890457Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $218call.38.1 = call $122load_global.21.1($164unary_negative.28.1, $binop_sub210.37.1, func=$122load_global.21.1, args=[Var($164unary_negative.28.1, <string>:6), Var($binop_sub210.37.1, <string>:6)], kws=(), vararg=None, varkwarg=None, target=None)
2026-02-24T11:19:02.154900861Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $228get_iter.39.1 = getiter(value=$218call.38.1)
2026-02-24T11:19:02.154907777Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $phi230.0.1 = $228get_iter.39.1
2026-02-24T11:19:02.154915601Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: jump 230
2026-02-24T11:19:02.154921501Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 230
2026-02-24T11:19:02.154927693Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.154933428Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $230for_iter.1.1 = iternext(value=$phi230.0.1)
2026-02-24T11:19:02.154939831Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $230for_iter.2.1 = pair_first(value=$230for_iter.1.1)
2026-02-24T11:19:02.154945927Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $230for_iter.3.1 = pair_second(value=$230for_iter.1.1)
2026-02-24T11:19:02.154952310Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $phi232.1.1 = $230for_iter.2.1
2026-02-24T11:19:02.154958805Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: branch $230for_iter.3.1, 232, 242
2026-02-24T11:19:02.154965318Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 232
2026-02-24T11:19:02.154971975Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.157151149Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: index00 = $phi232.1.1
2026-02-24T11:19:02.157160693Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: jump 240
2026-02-24T11:19:02.157167131Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 242
2026-02-24T11:19:02.157173965Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.157180164Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: $242return_value.1.1 = cast(value=out0)
2026-02-24T11:19:02.157186221Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - on stmt: return $242return_value.1.1
2026-02-24T11:19:02.157192282Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 240
2026-02-24T11:19:02.157197008Z [err]  2026-02-24 11:19:01,575 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.157201501Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $const6.1.1 = const(int, 0)
2026-02-24T11:19:02.157207569Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: stencil_index = $const6.1.1 + index00
2026-02-24T11:19:02.157215484Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $8binary_subscr.2 = getitem(value=x, index=stencil_index, fn=<built-in function getitem>)
2026-02-24T11:19:02.157220871Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $const20.4.2 = const(int, -1)
2026-02-24T11:19:02.157226195Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: stencil_index.1 = $const20.4.2 + index00
2026-02-24T11:19:02.157232170Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $22binary_subscr.5 = getitem(value=x, index=stencil_index.1, fn=<built-in function getitem>)
2026-02-24T11:19:02.161150273Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $66compare_op.13 = $42binary_subscr.9 <= $56binary_subscr.12
2026-02-24T11:19:02.161161761Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $binop_and_72.14 = $32compare_op.6 & $66compare_op.13
2026-02-24T11:19:02.161172918Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $76return_value.15 = cast(value=$binop_and_72.14)
2026-02-24T11:19:02.161180334Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: out0[index00] = $76return_value.15
2026-02-24T11:19:02.161187680Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: jump 241
2026-02-24T11:19:02.161189833Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $32compare_op.6 = $8binary_subscr.2 < $22binary_subscr.5
